Date,Time,Latitude,Longitude,Altitude,Speed
12/04/2022,07:32:40,-33.91776,18.95027,284.8,35.17
12/04/2022,07:32:41,-33.91767,18.95022,283.6,36.61
12/04/2022,07:32:42,-33.9176,18.95016,282.7,36.61
12/04/2022,07:32:43,-33.91752,18.95012,281.6,33.8
12/04/2022,07:32:45,-33.91738,18.95003,281.1,28.34
12/04/2022,07:32:46,-33.91732,18.95,281,24.56
12/04/2022,07:32:47,-33.91728,18.94997,280.8,18.87
12/04/2022,07:32:48,-33.91724,18.94995,280.7,15.43
12/04/2022,07:32:50,-33.91718,18.94992,280.4,12.13
12/04/2022,07:32:52,-33.91711,18.94987,280.1,18.59
12/04/2022,07:32:53,-33.91706,18.94984,279.8,19.83
12/04/2022,07:32:55,-33.91695,18.94977,279.3,26.28
12/04/2022,07:32:56,-33.91687,18.94972,278.4,31.37
12/04/2022,07:32:57,-33.91679,18.94967,277.6,34.97
12/04/2022,07:32:59,-33.91661,18.94956,276.2,40.58
12/04/2022,07:33:00,-33.91652,18.9495,276,41.34
12/04/2022,07:33:02,-33.9163,18.94937,275.6,48.3
12/04/2022,07:33:03,-33.91619,18.94929,275.7,49.1
12/04/2022,07:33:04,-33.91607,18.94922,276.2,49.82
12/04/2022,07:33:06,-33.91584,18.94908,276.7,51.26
12/04/2022,07:33:07,-33.91572,18.949,276.4,50.74
12/04/2022,07:33:09,-33.91548,18.94886,275.7,45.8
12/04/2022,07:33:11,-33.91528,18.94874,275,45.06
12/04/2022,07:33:13,-33.9151,18.94863,275,39.67
12/04/2022,07:33:15,-33.91494,18.94854,274.8,31.28
12/04/2022,07:33:16,-33.91489,18.9485,274.6,25.15
12/04/2022,07:33:17,-33.91484,18.94847,274.4,19.82
12/04/2022,07:33:19,-33.91479,18.94844,274.2,10.8
12/04/2022,07:33:20,-33.91477,18.94842,274.2,9.04
12/04/2022,07:33:22,-33.91472,18.94839,274,14.22
12/04/2022,07:33:24,-33.91464,18.94834,274,20.83
12/04/2022,07:33:25,-33.91458,18.9483,274,25.41
12/04/2022,07:33:27,-33.91445,18.94822,274,30.65
12/04/2022,07:33:28,-33.91437,18.94818,273.6,33.35
12/04/2022,07:33:29,-33.91427,18.94812,273.2,37.3
12/04/2022,07:33:30,-33.91419,18.94807,273,34.76
12/04/2022,07:33:32,-33.91406,18.94799,273,25.19
12/04/2022,07:33:34,-33.91394,18.94792,272.8,26.3
12/04/2022,07:33:35,-33.91387,18.94788,272.5,28.67
12/04/2022,07:33:36,-33.9138,18.94785,272.1,29.28
12/04/2022,07:33:37,-33.91372,18.94783,271.6,28.15
12/04/2022,07:33:38,-33.91366,18.94781,271.2,24.48
12/04/2022,07:33:39,-33.91361,18.9478,270.9,20.3
12/04/2022,07:33:41,-33.91352,18.94776,270.2,16.72
12/04/2022,07:33:43,-33.91346,18.9477,270.1,18.39
12/04/2022,07:33:45,-33.91339,18.94758,270.2,23.35
12/04/2022,07:33:46,-33.91334,18.94751,270,30.48
12/04/2022,07:33:48,-33.91323,18.94734,270,38.13
12/04/2022,07:33:49,-33.91316,18.94724,270,39.43
12/04/2022,07:33:51,-33.91302,18.94704,269.9,45.32
12/04/2022,07:33:52,-33.91294,18.94693,269.9,46.6
12/04/2022,07:33:53,-33.91284,18.94681,269.7,51.39
12/04/2022,07:33:55,-33.91265,18.94656,269.3,54.15
12/04/2022,07:33:56,-33.91255,18.94644,268.5,53.5
12/04/2022,07:33:58,-33.91241,18.94617,266.8,52.89
12/04/2022,07:33:59,-33.91234,18.94602,265.9,54.62
12/04/2022,07:34:00,-33.9123,18.94585,265.8,56.28
12/04/2022,07:34:01,-33.91227,18.94568,266,56.21
12/04/2022,07:34:03,-33.91226,18.94529,266.3,58.45
12/04/2022,07:34:04,-33.91227,18.9451,266.9,62.71
12/04/2022,07:34:06,-33.9123,18.94468,270.5,65.69
12/04/2022,07:34:07,-33.91231,18.94448,271.8,66.43
12/04/2022,07:34:08,-33.91233,18.94428,271.4,65.69
12/04/2022,07:34:10,-33.91235,18.94388,270,63.56
12/04/2022,07:34:11,-33.91236,18.94369,270.7,62.99
12/04/2022,07:34:13,-33.91241,18.94331,271.6,62.62
12/04/2022,07:34:14,-33.91246,18.94312,271.1,63.6
12/04/2022,07:34:15,-33.91252,18.94293,271,63.08
12/04/2022,07:34:17,-33.91258,18.94257,271.7,62.08
12/04/2022,07:34:18,-33.91259,18.94239,272.1,58.54
12/04/2022,07:34:19,-33.9126,18.94223,272.4,54.21
12/04/2022,07:34:21,-33.91259,18.94197,274.1,38.24
12/04/2022,07:34:22,-33.91258,18.94187,275.2,31.48
12/04/2022,07:34:23,-33.91256,18.94179,276,27.58
12/04/2022,07:34:24,-33.91255,18.94173,276.6,23.98
12/04/2022,07:34:25,-33.91253,18.94167,277.2,20.74
12/04/2022,07:34:27,-33.91248,18.94159,277.7,16.11
12/04/2022,07:34:29,-33.91244,18.94155,277.7,10.39
12/04/2022,07:34:30,-33.91243,18.94154,277.7,7.67
12/04/2022,07:34:32,-33.91241,18.94152,277.8,11
12/04/2022,07:34:33,-33.91239,18.9415,277.8,8.76
12/04/2022,07:34:35,-33.91237,18.9415,277.6,0.28
12/04/2022,07:34:36,-33.91237,18.94151,277.5,0.13
12/04/2022,07:34:38,-33.91237,18.94152,277.4,0.09
12/04/2022,07:34:40,-33.91237,18.94151,277.5,0.11
12/04/2022,07:34:41,-33.91237,18.94151,277.5,0.07
12/04/2022,07:34:42,-33.91237,18.9415,277.6,0.09
12/04/2022,07:34:43,-33.91237,18.9415,277.6,0.2
12/04/2022,07:34:44,-33.91237,18.9415,277.6,0.37
12/04/2022,07:34:45,-33.91236,18.94149,277.6,0.43
12/04/2022,07:34:46,-33.91235,18.94148,277.6,3.89
12/04/2022,07:34:48,-33.91235,18.94145,277.8,6.13
12/04/2022,07:34:50,-33.91236,18.94137,278.7,18.5
12/04/2022,07:34:51,-33.91239,18.94131,279.5,24.5
12/04/2022,07:34:52,-33.91242,18.94125,280.3,25.91
12/04/2022,07:34:53,-33.91245,18.94118,281.1,26.24
12/04/2022,07:34:55,-33.91253,18.94104,282.5,29.63
12/04/2022,07:34:56,-33.91257,18.94096,282.9,32.26
12/04/2022,07:34:57,-33.91262,18.94089,283.1,33.69
12/04/2022,07:34:58,-33.91267,18.9408,282.9,35.48
12/04/2022,07:34:59,-33.91272,18.94072,282.8,37
12/04/2022,07:35:01,-33.91284,18.94055,283.5,39.41
12/04/2022,07:35:03,-33.91298,18.94035,284.9,43.74
12/04/2022,07:35:04,-33.91305,18.94025,285,43.32
12/04/2022,07:35:05,-33.91313,18.94015,285,43.02
12/04/2022,07:35:06,-33.9132,18.94005,285,44.24
12/04/2022,07:35:07,-33.91328,18.93995,284.7,45.54
12/04/2022,07:35:09,-33.91343,18.93974,283.1,46.65
12/04/2022,07:35:11,-33.91359,18.93952,283.7,49.08
12/04/2022,07:35:13,-33.91377,18.9393,286.1,50.93
12/04/2022,07:35:14,-33.91386,18.93918,287.8,52.39
12/04/2022,07:35:15,-33.91394,18.93906,289.6,53.43
12/04/2022,07:35:17,-33.91411,18.9388,292.6,54.21
12/04/2022,07:35:18,-33.91419,18.93866,293.1,56.87
12/04/2022,07:35:19,-33.91428,18.93851,294.4,58.36
12/04/2022,07:35:21,-33.91443,18.9382,295.9,59.97
12/04/2022,07:35:23,-33.91458,18.93787,296.3,62.6
12/04/2022,07:35:25,-33.91473,18.93753,297,64.08
12/04/2022,07:35:27,-33.91488,18.93718,297.6,66.32
12/04/2022,07:35:28,-33.91496,18.937,298.5,66.26
12/04/2022,07:35:30,-33.91511,18.93665,303.6,66.95
12/04/2022,07:35:32,-33.91526,18.9363,307.3,65.52
12/04/2022,07:35:33,-33.91534,18.93612,305.8,65.54
12/04/2022,07:35:34,-33.91541,18.93594,305.5,65.51
12/04/2022,07:35:36,-33.91557,18.9356,308.7,64.93
12/04/2022,07:35:38,-33.91571,18.93525,312.8,64.19
12/04/2022,07:35:39,-33.91579,18.93508,314.3,64.78
12/04/2022,07:35:40,-33.91587,18.9349,315.8,64.39
12/04/2022,07:35:42,-33.91602,18.93456,318.1,64.15
12/04/2022,07:35:44,-33.91617,18.93421,320.3,64.23
12/04/2022,07:35:46,-33.91632,18.93387,322.6,64.12
12/04/2022,07:35:47,-33.91639,18.9337,323.7,64.04
12/04/2022,07:35:48,-33.91646,18.93353,324.9,63.97
12/04/2022,07:35:49,-33.91654,18.93336,326.3,63.62
12/04/2022,07:35:51,-33.91669,18.93302,330.8,63.39
12/04/2022,07:35:53,-33.91683,18.93268,336.8,62.51
12/04/2022,07:35:55,-33.91698,18.93235,339.6,62.45
12/04/2022,07:35:57,-33.91712,18.93201,338.6,62.23
12/04/2022,07:35:59,-33.91726,18.93168,337.9,62.12
12/04/2022,07:36:00,-33.91734,18.93152,340.2,62.02
12/04/2022,07:36:01,-33.91741,18.93135,342,61.91
12/04/2022,07:36:03,-33.91757,18.93103,345.3,62.47
12/04/2022,07:36:05,-33.91777,18.93073,343.7,63.36
12/04/2022,07:36:06,-33.91787,18.93058,343.8,63.45
12/04/2022,07:36:08,-33.9181,18.93031,345.4,64.08
12/04/2022,07:36:09,-33.91822,18.93018,346.3,64.23
12/04/2022,07:36:10,-33.91835,18.93005,347.3,65.95
12/04/2022,07:36:12,-33.9186,18.92977,348.5,67.65
12/04/2022,07:36:14,-33.91885,18.9295,351.8,67.58
12/04/2022,07:36:16,-33.9191,18.92922,354.4,67.67
12/04/2022,07:36:17,-33.91923,18.92908,355.4,68.8
12/04/2022,07:36:18,-33.91936,18.92894,356.8,68.84
12/04/2022,07:36:20,-33.91962,18.92866,358.8,69.71
12/04/2022,07:36:21,-33.91975,18.92852,359.8,69.15
12/04/2022,07:36:22,-33.91988,18.92837,359.8,69.1
12/04/2022,07:36:23,-33.92001,18.92823,359.4,69.76
12/04/2022,07:36:24,-33.92014,18.92809,359.8,70.15
12/04/2022,07:36:25,-33.92027,18.92794,360.1,70.67
12/04/2022,07:36:27,-33.92054,18.92765,361.9,71.08
12/04/2022,07:36:28,-33.92067,18.92751,363.1,71.1
12/04/2022,07:36:30,-33.92092,18.92721,365.9,71.17
12/04/2022,07:36:31,-33.92103,18.92704,366.7,70.56
12/04/2022,07:36:32,-33.92111,18.92685,368,70.95
12/04/2022,07:36:34,-33.92121,18.92642,372.9,74.93
12/04/2022,07:36:35,-33.92122,18.9262,377,73.99
12/04/2022,07:36:37,-33.92117,18.92577,379.6,72.1
12/04/2022,07:36:38,-33.92111,18.92557,379.9,72.58
12/04/2022,07:36:39,-33.92102,18.92538,381.8,73.51
12/04/2022,07:36:41,-33.9208,18.92502,383.4,73.19
12/04/2022,07:36:43,-33.92057,18.92467,383.7,74.78
12/04/2022,07:36:45,-33.92033,18.92432,384.2,74.75
12/04/2022,07:36:47,-33.92007,18.92397,381,77.17
12/04/2022,07:36:48,-33.91994,18.9238,381.7,77.75
12/04/2022,07:36:49,-33.91981,18.92362,384.7,78.54
12/04/2022,07:36:51,-33.91954,18.92325,382.5,80.78
12/04/2022,07:36:52,-33.91941,18.92307,378.3,79.93
12/04/2022,07:36:53,-33.91928,18.92289,377,78.1
12/04/2022,07:36:54,-33.91915,18.92271,376.8,76.15
12/04/2022,07:36:55,-33.91902,18.92254,377.8,74.56
12/04/2022,07:36:57,-33.91878,18.92222,382.5,70.3
12/04/2022,07:36:58,-33.91868,18.92205,384.1,69.25
12/04/2022,07:37:00,-33.91851,18.92167,384.1,69.95
12/04/2022,07:37:01,-33.91846,18.92147,382.5,68.84
12/04/2022,07:37:03,-33.91845,18.92105,381.6,69.73
12/04/2022,07:37:05,-33.91856,18.92065,381.6,70.52
12/04/2022,07:37:06,-33.91865,18.92047,380.4,70.19
12/04/2022,07:37:07,-33.91877,18.9203,378.2,73.14
12/04/2022,07:37:09,-33.91908,18.92001,374,74.8
12/04/2022,07:37:10,-33.91926,18.9199,373.7,80.08
12/04/2022,07:37:12,-33.91965,18.91971,375.2,84.25
12/04/2022,07:37:13,-33.91986,18.9196,373.8,86.38
12/04/2022,07:37:14,-33.92006,18.9195,372.3,87.77
12/04/2022,07:37:15,-33.92027,18.91939,373.1,88.99
12/04/2022,07:37:16,-33.92047,18.91929,373.5,88.54
12/04/2022,07:37:17,-33.92069,18.91918,374.7,88.99
12/04/2022,07:37:19,-33.9211,18.91897,372.9,88.88
12/04/2022,07:37:21,-33.92152,18.91876,366.5,89.43
12/04/2022,07:37:22,-33.92173,18.91865,364.3,89.4
12/04/2022,07:37:23,-33.92193,18.91855,361.4,88.91
12/04/2022,07:37:24,-33.92214,18.91845,358.7,89.21
12/04/2022,07:37:25,-33.92233,18.91835,355.5,88.69
12/04/2022,07:37:27,-33.92269,18.91814,354.3,76.02
12/04/2022,07:37:28,-33.92284,18.91802,354,74.21
12/04/2022,07:37:29,-33.92298,18.91787,352.5,74.62
12/04/2022,07:37:31,-33.92317,18.91747,347.9,79.27
12/04/2022,07:37:33,-33.92324,18.91701,351.5,79.75
12/04/2022,07:37:34,-33.92323,18.91678,353.5,79.3
12/04/2022,07:37:35,-33.92319,18.91654,354.3,80.4
12/04/2022,07:37:36,-33.92312,18.91631,353.4,80.4
12/04/2022,07:37:37,-33.92301,18.91611,351.7,80.45
12/04/2022,07:37:39,-33.92272,18.91575,353.5,81.04
12/04/2022,07:37:40,-33.92255,18.91559,354.3,85.38
12/04/2022,07:37:42,-33.92221,18.91527,352.1,86.51
12/04/2022,07:37:43,-33.92204,18.91511,354,86.06
12/04/2022,07:37:44,-33.92187,18.91496,354.4,86.01
12/04/2022,07:37:45,-33.92169,18.9148,352.2,86.01
12/04/2022,07:37:46,-33.92152,18.91464,348.7,85.47
12/04/2022,07:37:48,-33.92118,18.91433,344.1,85.43
12/04/2022,07:37:49,-33.92101,18.91417,341.8,85.32
12/04/2022,07:37:50,-33.92084,18.91401,336,85.12
12/04/2022,07:37:52,-33.92054,18.91369,331.7,78.77
12/04/2022,07:37:54,-33.92031,18.91331,330.3,79.3
12/04/2022,07:37:55,-33.92023,18.91309,328.2,79.49
12/04/2022,07:37:57,-33.92018,18.91263,321,76.67
12/04/2022,07:37:59,-33.92027,18.91216,319,76.1
12/04/2022,07:38:01,-33.92049,18.91174,321.7,75.28
12/04/2022,07:38:03,-33.92079,18.9114,317.5,81.49
12/04/2022,07:38:04,-33.92097,18.91128,314,82.56
12/04/2022,07:38:05,-33.92115,18.91116,309.8,82.54
12/04/2022,07:38:06,-33.92134,18.91105,307.3,83.58
12/04/2022,07:38:07,-33.92152,18.91094,306.8,80.19
12/04/2022,07:38:09,-33.92187,18.91071,308.2,79.23
12/04/2022,07:38:11,-33.92219,18.91041,304.9,81.14
12/04/2022,07:38:13,-33.92247,18.91006,303.5,81.14
12/04/2022,07:38:15,-33.92272,18.90969,308.7,81.53
12/04/2022,07:38:16,-33.92285,18.9095,312.6,78.67
12/04/2022,07:38:17,-33.92298,18.90932,314.8,77.8
12/04/2022,07:38:18,-33.92311,18.90914,314.6,77.86
12/04/2022,07:38:19,-33.92326,18.90897,313.7,78.69
12/04/2022,07:38:21,-33.92359,18.9087,314.2,80.32
12/04/2022,07:38:22,-33.92377,18.90859,312.6,81.25
12/04/2022,07:38:24,-33.92416,18.90842,305.6,81.54
12/04/2022,07:38:26,-33.92454,18.90829,298.6,76.52
12/04/2022,07:38:28,-33.92488,18.90811,295.8,73.84
12/04/2022,07:38:30,-33.92514,18.90781,297.6,72.43
12/04/2022,07:38:31,-33.92523,18.90763,297.5,72.01
12/04/2022,07:38:33,-33.92534,18.90719,292.1,76.58
12/04/2022,07:38:34,-33.92536,18.90696,294,74.38
12/04/2022,07:38:36,-33.9253,18.90648,295.7,82.8
12/04/2022,07:38:37,-33.92523,18.90625,290.6,83.97
12/04/2022,07:38:39,-33.92509,18.90576,280.6,83.93
12/04/2022,07:38:40,-33.92502,18.90553,278.5,80.88
12/04/2022,07:38:41,-33.92497,18.90529,279.2,78.82
12/04/2022,07:38:43,-33.92493,18.90483,275.8,75.45
12/04/2022,07:38:45,-33.92502,18.90437,272.2,75.34
12/04/2022,07:38:47,-33.92526,18.90396,271.8,86.14
12/04/2022,07:38:49,-33.92555,18.90358,265.6,85.86
12/04/2022,07:38:51,-33.92582,18.9032,257.2,80.32
12/04/2022,07:38:52,-33.92592,18.90299,255.2,79.34
12/04/2022,07:38:53,-33.92601,18.90278,254.3,79.52
12/04/2022,07:38:55,-33.92608,18.90229,259.4,85.9
12/04/2022,07:38:57,-33.92604,18.90179,262.1,84.54
12/04/2022,07:38:58,-33.92599,18.90154,261.7,85.97
12/04/2022,07:38:59,-33.92594,18.90129,261.4,87.4
12/04/2022,07:39:01,-33.92584,18.90077,260.6,88.67
12/04/2022,07:39:02,-33.92578,18.90051,257.2,88.19
12/04/2022,07:39:03,-33.92573,18.90026,254.3,88.21
12/04/2022,07:39:05,-33.92562,18.89976,258.1,87.28
12/04/2022,07:39:06,-33.92558,18.89951,260.7,82.15
12/04/2022,07:39:08,-33.92553,18.89901,258.8,83.47
12/04/2022,07:39:09,-33.92554,18.89876,254.7,83.97
12/04/2022,07:39:10,-33.92558,18.89851,250.9,83.88
12/04/2022,07:39:12,-33.92576,18.89803,249.7,84.17
12/04/2022,07:39:13,-33.92588,18.89781,250.7,88.17
12/04/2022,07:39:15,-33.92611,18.89736,250,87.91
12/04/2022,07:39:16,-33.92623,18.89714,249.1,88.77
12/04/2022,07:39:17,-33.92634,18.89691,247.5,89.38
12/04/2022,07:39:19,-33.92656,18.89648,243.3,83.73
12/04/2022,07:39:20,-33.92665,18.89625,243.7,82.58
12/04/2022,07:39:21,-33.92674,18.89603,243.7,82.64
12/04/2022,07:39:22,-33.92681,18.8958,241.6,83.95
12/04/2022,07:39:23,-33.92687,18.89556,238.3,84.84
12/04/2022,07:39:24,-33.92692,18.89532,235.8,83.17
12/04/2022,07:39:25,-33.92695,18.89507,235.7,83.21
12/04/2022,07:39:27,-33.92698,18.89458,232.8,82.27
12/04/2022,07:39:29,-33.92696,18.8941,228,79.25
12/04/2022,07:39:31,-33.92691,18.89362,224.4,80.01
12/04/2022,07:39:32,-33.92688,18.89339,224.3,79.27
12/04/2022,07:39:33,-33.92686,18.89315,224.3,78.91
12/04/2022,07:39:34,-33.92683,18.89292,223.9,78.97
12/04/2022,07:39:36,-33.92678,18.89246,222.3,78.73
12/04/2022,07:39:37,-33.92675,18.89223,220.8,78.49
12/04/2022,07:39:39,-33.92669,18.89176,216.5,77.93
12/04/2022,07:39:40,-33.92666,18.89153,211.1,78.27
12/04/2022,07:39:41,-33.92663,18.8913,206.5,78.3
12/04/2022,07:39:42,-33.92661,18.89107,204.6,75.52
12/04/2022,07:39:43,-33.92658,18.89085,204.6,75.39
12/04/2022,07:39:45,-33.92652,18.8904,203.7,74.8
12/04/2022,07:39:46,-33.9265,18.89018,202.8,75.21
12/04/2022,07:39:47,-33.92647,18.88995,201.1,75.14
12/04/2022,07:39:48,-33.92644,18.88973,198.9,75.14
12/04/2022,07:39:50,-33.92639,18.88928,195,75.15
12/04/2022,07:39:52,-33.92634,18.88884,195.3,74.69
12/04/2022,07:39:54,-33.92629,18.88839,190.7,75.75
12/04/2022,07:39:55,-33.92627,18.88817,189.3,75.14
12/04/2022,07:39:57,-33.92622,18.88772,186.4,75.28
12/04/2022,07:39:58,-33.9262,18.8875,183.8,75.62
12/04/2022,07:39:59,-33.92617,18.88728,180.1,75.65
12/04/2022,07:40:00,-33.92615,18.88705,178.2,75.71
12/04/2022,07:40:01,-33.92613,18.88683,177.4,75.28
12/04/2022,07:40:03,-33.92608,18.88638,174.4,75.36
12/04/2022,07:40:04,-33.92605,18.88615,171.7,75.25
12/04/2022,07:40:05,-33.92603,18.88593,169.2,75.36
12/04/2022,07:40:06,-33.926,18.8857,168,75.39
12/04/2022,07:40:07,-33.92597,18.88547,168.8,76.84
12/04/2022,07:40:08,-33.92595,18.88524,171,77.43
12/04/2022,07:40:09,-33.92593,18.88501,170.6,76.99
12/04/2022,07:40:11,-33.92588,18.88456,166.9,73.41
12/04/2022,07:40:13,-33.92583,18.88413,161.9,71.41
12/04/2022,07:40:15,-33.92578,18.88372,159.3,68.64
12/04/2022,07:40:16,-33.92576,18.88351,157.4,66.39
12/04/2022,07:40:17,-33.92573,18.88332,156.1,65.08
12/04/2022,07:40:19,-33.92569,18.88293,154.3,63.45
12/04/2022,07:40:21,-33.92565,18.88256,153.7,62.47
12/04/2022,07:40:23,-33.92561,18.88219,155.4,60.47
12/04/2022,07:40:25,-33.92557,18.88184,155.1,56.78
12/04/2022,07:40:27,-33.92555,18.8815,152.8,55.91
12/04/2022,07:40:28,-33.92555,18.88134,151.5,55.87
12/04/2022,07:40:29,-33.92554,18.88117,149.7,54.97
12/04/2022,07:40:30,-33.92554,18.881,147.9,52.99
12/04/2022,07:40:32,-33.92554,18.8807,145.1,49.99
12/04/2022,07:40:33,-33.92553,18.88055,144.2,49.56
12/04/2022,07:40:35,-33.92553,18.88027,143.6,47.71
12/04/2022,07:40:36,-33.92553,18.88012,145.6,46.78
12/04/2022,07:40:37,-33.92553,18.87998,147.1,45.41
12/04/2022,07:40:39,-33.92553,18.87972,146.1,42.19
12/04/2022,07:40:40,-33.92554,18.8796,145.2,37.91
12/04/2022,07:40:42,-33.92555,18.87941,143.8,26.17
12/04/2022,07:40:44,-33.92558,18.87931,143.1,13.65
12/04/2022,07:40:46,-33.92559,18.87927,142.9,4.59
12/04/2022,07:40:48,-33.9256,18.87927,142.9,0.15
12/04/2022,07:40:50,-33.9256,18.87928,143,0.09
12/04/2022,07:40:51,-33.9256,18.87928,143,0.06
12/04/2022,07:40:53,-33.9256,18.87928,143,0
12/04/2022,07:40:55,-33.9256,18.87928,143,0.06
12/04/2022,07:40:57,-33.9256,18.87928,143,0.02
12/04/2022,07:40:58,-33.9256,18.87928,143,0
12/04/2022,07:41:00,-33.9256,18.87928,143,0.02
12/04/2022,07:41:01,-33.9256,18.87928,143,0.02
12/04/2022,07:41:03,-33.9256,18.87928,143,0.02
12/04/2022,07:41:05,-33.9256,18.87928,143,0.02
12/04/2022,07:41:07,-33.9256,18.87928,143,0.02
12/04/2022,07:41:08,-33.9256,18.87928,143,0.02
12/04/2022,07:41:09,-33.9256,18.87928,143,0.02
12/04/2022,07:41:10,-33.9256,18.87928,143,0.06
12/04/2022,07:41:11,-33.9256,18.87928,143,1.3
12/04/2022,07:41:12,-33.9256,18.87927,142.9,3.41
12/04/2022,07:41:14,-33.92559,18.87922,142.6,17.52
12/04/2022,07:41:16,-33.92558,18.87908,141.8,26.56
12/04/2022,07:41:18,-33.92555,18.87891,141.1,30.89
12/04/2022,07:41:19,-33.92554,18.8788,140.4,34.84
12/04/2022,07:41:21,-33.92552,18.87858,139.3,35.23
12/04/2022,07:41:22,-33.92551,18.87848,139.3,32.3
12/04/2022,07:41:23,-33.92549,18.87838,139.5,30.19
12/04/2022,07:41:24,-33.92549,18.8783,139.4,25.91
12/04/2022,07:41:25,-33.92547,18.87823,139.4,21.61
12/04/2022,07:41:26,-33.92547,18.87817,139.3,18.02
12/04/2022,07:41:28,-33.92545,18.87808,139.1,11.91
12/04/2022,07:41:29,-33.92544,18.87805,139,8.83
12/04/2022,07:41:30,-33.92543,18.87803,138.8,5.82
12/04/2022,07:41:31,-33.92543,18.87801,138.6,5.87
12/04/2022,07:41:33,-33.92541,18.87795,138,15.19
12/04/2022,07:41:35,-33.92539,18.87784,137,19.24
12/04/2022,07:41:37,-33.92539,18.87772,136.1,19.5
12/04/2022,07:41:39,-33.92548,18.87761,135.7,30.09
12/04/2022,07:41:40,-33.92555,18.87756,135.4,37.47
12/04/2022,07:41:41,-33.92563,18.8775,134.5,39.84
12/04/2022,07:41:43,-33.9258,18.87738,132.8,36.61
12/04/2022,07:41:45,-33.92595,18.87728,131.1,33.19
12/04/2022,07:41:46,-33.92602,18.87723,130.1,31.65
12/04/2022,07:41:47,-33.92609,18.87719,129.1,30.24
12/04/2022,07:41:48,-33.92615,18.87714,128.9,28.04
12/04/2022,07:41:50,-33.92625,18.87707,129.2,19.98
12/04/2022,07:41:51,-33.92629,18.87705,129.4,16.19
12/04/2022,07:41:52,-33.92632,18.87702,129.6,12.54
12/04/2022,07:41:53,-33.92634,18.87701,129.7,8.78
12/04/2022,07:41:54,-33.92635,18.877,129.7,4.7
12/04/2022,07:41:55,-33.92636,18.877,129.8,0.17
12/04/2022,07:41:56,-33.92636,18.877,129.8,0.06
12/04/2022,07:41:57,-33.92636,18.877,129.8,0.06
12/04/2022,07:41:58,-33.92636,18.877,129.8,0.06
12/04/2022,07:42:00,-33.92635,18.877,129.7,0.06
12/04/2022,07:42:02,-33.92635,18.877,129.7,0.04
12/04/2022,07:42:03,-33.92635,18.877,129.7,0.04
12/04/2022,07:42:04,-33.92635,18.877,129.7,0
12/04/2022,07:42:05,-33.92635,18.877,129.7,0
12/04/2022,07:42:07,-33.92638,18.87697,129.9,12.89
12/04/2022,07:42:08,-33.92642,18.87695,130.1,18.63
12/04/2022,07:42:09,-33.92646,18.87692,130.3,22.06
12/04/2022,07:42:11,-33.92658,18.87684,130.8,28.69
12/04/2022,07:42:13,-33.92674,18.87673,130.9,40.5
12/04/2022,07:42:15,-33.92693,18.87659,131,45.49
12/04/2022,07:42:17,-33.92713,18.87644,131,49.43
12/04/2022,07:42:18,-33.92724,18.87636,131,49.78
12/04/2022,07:42:19,-33.92735,18.87629,131,49.36
12/04/2022,07:42:21,-33.92756,18.87613,130.8,48.39
12/04/2022,07:42:23,-33.92777,18.87598,130,48
12/04/2022,07:42:24,-33.92787,18.87591,130,46.19
12/04/2022,07:42:25,-33.92797,18.87584,130,44.73
12/04/2022,07:42:27,-33.92816,18.8757,129.8,44.49
12/04/2022,07:42:29,-33.92836,18.87556,129.9,47.17
12/04/2022,07:42:30,-33.92847,18.87549,129.9,47.6
12/04/2022,07:42:31,-33.92857,18.87541,130.1,46.49
12/04/2022,07:42:33,-33.92876,18.87527,130.5,44.86
12/04/2022,07:42:34,-33.92886,18.87521,130.1,44.5
12/04/2022,07:42:36,-33.92905,18.87508,128.8,40.58
12/04/2022,07:42:37,-33.92913,18.87502,128.3,35.06
12/04/2022,07:42:38,-33.92919,18.87497,128,31.02
12/04/2022,07:42:39,-33.92926,18.87493,128,27.67
12/04/2022,07:42:41,-33.92937,18.87486,128,23.61
12/04/2022,07:42:42,-33.92942,18.87482,128,21.52
12/04/2022,07:42:44,-33.92951,18.87475,128.2,20.69
12/04/2022,07:42:45,-33.92956,18.87472,128.4,21.02
12/04/2022,07:42:46,-33.9296,18.87468,128.6,20.45
12/04/2022,07:42:47,-33.92964,18.87465,128.8,19.71
12/04/2022,07:42:48,-33.92968,18.87462,128.9,18.96
12/04/2022,07:42:50,-33.92976,18.87456,129,18.59
12/04/2022,07:42:51,-33.9298,18.87454,129,20.08
12/04/2022,07:42:52,-33.92985,18.8745,129,21.95
12/04/2022,07:42:54,-33.92996,18.87443,129,26.43
12/04/2022,07:42:56,-33.93007,18.87435,128.9,27.47
12/04/2022,07:42:57,-33.93013,18.8743,128.9,28.26
12/04/2022,07:42:59,-33.93026,18.87425,129.2,29.52
12/04/2022,07:43:00,-33.93034,18.87425,129.6,29.98
12/04/2022,07:43:01,-33.93041,18.87425,129.9,27.39
12/04/2022,07:43:03,-33.93053,18.87426,130.5,23.02
12/04/2022,07:43:04,-33.93059,18.87425,130.9,22.5
12/04/2022,07:43:06,-33.93069,18.87417,131.5,27.21
12/04/2022,07:43:07,-33.93072,18.87411,131.2,29.28
12/04/2022,07:43:09,-33.93074,18.87393,129.7,29.91
12/04/2022,07:43:11,-33.9307,18.87377,128.8,28.41
12/04/2022,07:43:12,-33.93066,18.8737,128.5,28.39
